atm_id,bank,city,lat,lon
ATM-00174,Canara,Mumbai,19.06567,72.77453
ATM-00175,Canara,Mumbai,19.17149,72.77977
ATM-00176,PNB,Mumbai,18.97185,72.93453
ATM-00177,Axis,Mumbai,19.15021,72.96077
ATM-00178,BOB,Mumbai,19.13104,72.80695
ATM-00179,BOB,Mumbai,19.07455,72.84951
ATM-00180,SBI,Mumbai,19.17451,72.82666
ATM-00181,HDFC,Mumbai,19.10407,72.91196
ATM-00182,PNB,Mumbai,19.09993,72.83733
ATM-00183,BOB,Mumbai,19.10508,72.78973
ATM-00184,HDFC,Mumbai,18.97056,72.82221
ATM-00185,PNB,Mumbai,19.12212,72.91987
ATM-00186,BOB,Mumbai,19.12613,72.82623
ATM-00187,Canara,Mumbai,19.06792,72.78614
ATM-00188,BOB,Mumbai,19.00382,72.99245
ATM-00189,Canara,Mumbai,18.9602,72.86785
ATM-00190,PNB,Mumbai,19.18835,72.86557
ATM-00191,Axis,Mumbai,19.04884,72.97767
ATM-00192,Canara,Mumbai,18.97391,72.77937
ATM-00193,Union,Mumbai,19.01883,72.84399
ATM-00194,HDFC,Mumbai,19.15285,72.8798
ATM-00195,BOB,Mumbai,19.1248,72.81323
ATM-00196,BOB,Mumbai,19.05058,72.79588
ATM-00197,ICICI,Mumbai,19.11958,72.855
ATM-00198,HDFC,Mumbai,19.05588,72.84797
ATM-00199,Kotak,Mumbai,19.15766,72.75812
ATM-00200,Axis,Mumbai,19.15739,72.78651
ATM-00201,PNB,Mumbai,19.12713,72.97408
ATM-00202,Yes,Mumbai,19.01677,72.77329
ATM-00203,Kotak,Mumbai,19.19571,72.8991
ATM-00204,SBI,Mumbai,19.1781,72.93906
ATM-00205,PNB,Mumbai,19.02335,72.77009
ATM-00206,PNB,Mumbai,19.10839,72.79344
ATM-00207,Kotak,Mumbai,19.0607,72.83344
ATM-00208,SBI,Mumbai,19.14443,72.86036
ATM-00209,Canara,Mumbai,19.15087,72.90911
ATM-00210,SBI,Mumbai,19.08781,72.9304
ATM-00211,Union,Mumbai,19.18003,72.85631
ATM-00212,PNB,Mumbai,19.13664,72.91238
ATM-00213,Canara,Mumbai,19.07254,72.97656
ATM-00214,Kotak,Mumbai,18.98655,72.87102
ATM-00215,PNB,Mumbai,19.02362,72.81908
ATM-00216,BOB,Mumbai,19.05349,72.81498
ATM-00217,ICICI,Mumbai,19.08976,72.85235
ATM-00218,Canara,Mumbai,19.11037,72.77574
ATM-00219,Axis,Mumbai,19.17343,72.877
ATM-00220,BOB,Mumbai,19.06472,72.83758
ATM-00221,Axis,Mumbai,19.05858,72.88917
ATM-00222,HDFC,Mumbai,18.97777,72.83977
ATM-00223,Union,Mumbai,19.03263,72.84609
ATM-00224,Yes,Mumbai,19.00451,72.76252
ATM-00225,Axis,Mumbai,19.04788,72.9367
ATM-00226,SBI,Mumbai,19.04645,72.83887
ATM-00227,Kotak,Mumbai,19.07556,72.89553
ATM-00228,Axis,Mumbai,18.98621,72.87851
ATM-00229,Yes,Mumbai,18.97822,72.97293
ATM-00230,PNB,Mumbai,19.05194,72.86471
ATM-00231,SBI,Mumbai,19.15968,72.96719
ATM-00232,BOB,Mumbai,18.98654,72.85975
ATM-00233,HDFC,Mumbai,19.18839,72.87526
ATM-00234,Canara,Mumbai,19.04997,72.98014
ATM-00235,Axis,Mumbai,19.16131,72.99104
ATM-00236,ICICI,Mumbai,19.14395,72.81141
ATM-00237,BOB,Mumbai,19.08137,72.9214
ATM-00238,SBI,Mumbai,18.9764,72.94415
ATM-00239,SBI,Mumbai,19.14375,72.81352
ATM-00240,ICICI,Mumbai,19.11092,72.83061
ATM-00241,Yes,Mumbai,19.10635,72.88448
ATM-00242,HDFC,Mumbai,19.12366,72.78461
ATM-00243,Axis,Mumbai,19.02808,72.98415
ATM-00244,Union,Mumbai,19.04914,72.81136
ATM-00245,BOB,Mumbai,18.95628,72.88669
ATM-00246,Axis,Mumbai,19.02286,72.83363
ATM-00247,Axis,Mumbai,19.07007,72.81404
ATM-00248,PNB,Mumbai,18.96303,72.85653
ATM-00249,Yes,Mumbai,18.96927,72.80429
ATM-00250,Yes,Mumbai,18.97546,72.81238
ATM-00251,SBI,Mumbai,19.17804,72.81213
ATM-00252,Kotak,Mumbai,19.123,72.9301
ATM-00253,PNB,Mumbai,19.11982,72.80524
ATM-00254,Axis,Mumbai,19.13339,72.87887
ATM-00255,Axis,Mumbai,19.07497,72.8058
ATM-00256,PNB,Mumbai,19.01139,72.81085
ATM-00257,Union,Mumbai,18.98216,72.90736
ATM-00258,Yes,Mumbai,19.00096,72.8113
ATM-00259,Union,Mumbai,19.1745,72.77124
ATM-00260,Axis,Mumbai,18.99113,72.85213
ATM-00261,Yes,Mumbai,18.96167,72.90077
ATM-00262,Yes,Mumbai,18.96844,72.77213
ATM-00263,Kotak,Mumbai,19.06391,72.92859
ATM-00264,ICICI,Mumbai,19.13185,72.99711
ATM-00265,Canara,Mumbai,19.03502,72.80222
ATM-00266,Yes,Mumbai,19.13511,72.76535
ATM-00267,BOB,Mumbai,19.15739,72.9941
ATM-00268,PNB,Mumbai,18.99662,72.75839
ATM-00269,HDFC,Mumbai,18.97538,72.85854
ATM-00270,Yes,Mumbai,19.09067,72.93981
ATM-00271,Yes,Mumbai,19.04159,72.95488
ATM-00272,Axis,Mumbai,18.97706,72.92696
ATM-00273,Axis,Mumbai,19.04545,72.97838
ATM-00274,BOB,Mumbai,19.03359,72.93466
ATM-00275,Yes,Mumbai,18.96327,72.85629
ATM-00276,HDFC,Mumbai,18.96576,72.76607
ATM-00277,Axis,Mumbai,19.1488,72.77258
ATM-00278,Kotak,Mumbai,19.13535,72.97335
ATM-00279,Union,Mumbai,19.04311,72.83809
ATM-00280,Kotak,Mumbai,18.96646,72.93685
ATM-00281,Union,Mumbai,19.17781,72.82908
ATM-00282,HDFC,Mumbai,19.17595,72.90986
ATM-00283,BOB,Mumbai,18.96182,72.81383
ATM-00284,Yes,Mumbai,19.12774,72.86948
ATM-00285,BOB,Mumbai,19.14555,72.97695
ATM-00286,SBI,Mumbai,18.98785,72.87687
ATM-00287,ICICI,Mumbai,19.14862,72.93494
ATM-00288,Kotak,Mumbai,19.10174,72.83637
ATM-00289,Union,Mumbai,19.06659,72.94582
ATM-00290,ICICI,Mumbai,18.97496,72.80505
ATM-00291,SBI,Mumbai,19.01535,72.77324
ATM-00292,ICICI,Mumbai,19.07161,72.88841
ATM-00293,HDFC,Mumbai,19.19126,72.96973
ATM-00294,HDFC,Mumbai,19.01957,72.77788
ATM-00295,BOB,Mumbai,19.05705,72.99492
ATM-00296,BOB,Mumbai,18.99757,72.7896
ATM-00297,Canara,Mumbai,19.10487,72.91949
ATM-00298,HDFC,Mumbai,19.15928,72.91716
ATM-00299,PNB,Mumbai,19.14314,72.82824
ATM-00300,PNB,Mumbai,19.09205,72.84721
ATM-00301,Axis,Mumbai,19.00381,72.81708
ATM-00302,Union,Mumbai,19.01252,72.82522
ATM-00303,PNB,Mumbai,19.00118,72.77325
ATM-00304,Axis,Mumbai,19.19419,72.87946
ATM-00305,BOB,Mumbai,19.11191,72.78183
ATM-00306,BOB,Mumbai,19.19383,72.78226
ATM-00307,BOB,Mumbai,19.16788,72.81317
ATM-00308,PNB,Mumbai,19.17545,72.76739
ATM-00309,Union,Mumbai,19.01189,72.76979
ATM-00310,HDFC,Mumbai,19.18951,72.89767
ATM-00311,BOB,Mumbai,19.04534,72.96557
ATM-00312,SBI,Mumbai,19.10073,72.9437
ATM-00313,Union,Mumbai,18.98139,72.90078
ATM-00314,Kotak,Mumbai,19.03993,72.76669
ATM-00315,PNB,Mumbai,18.98993,72.80665
ATM-00316,Axis,Mumbai,18.96518,72.93343
ATM-00317,Yes,Mumbai,19.15154,72.95422
ATM-00318,PNB,Mumbai,19.1188,72.80213
ATM-00319,BOB,Mumbai,18.9747,72.76525
ATM-00320,HDFC,Mumbai,19.08753,72.77289
ATM-00321,ICICI,Mumbai,19.147,72.91707
ATM-00322,ICICI,Mumbai,19.1094,72.77958
ATM-00323,PNB,Mumbai,19.05147,72.82278
ATM-00324,SBI,Mumbai,19.11627,72.85798
ATM-00325,Kotak,Mumbai,19.03097,72.89366
ATM-00326,Kotak,Mumbai,19.05538,72.76207
ATM-00327,Yes,Mumbai,19.11067,72.85148
ATM-00328,ICICI,Mumbai,19.00488,72.75911
ATM-00329,Yes,Mumbai,19.0577,72.95459
ATM-00330,ICICI,Mumbai,19.09467,72.84523
ATM-00331,ICICI,Mumbai,18.98719,72.77011
ATM-00332,HDFC,Mumbai,19.10976,72.97605
ATM-00333,Canara,Mumbai,19.09349,72.98023
ATM-00334,ICICI,Mumbai,18.9972,72.84121
ATM-00335,HDFC,Mumbai,19.08108,72.97982
ATM-00336,Axis,Mumbai,19.0481,72.93855
ATM-00337,SBI,Delhi,28.65649,77.18345
ATM-00338,SBI,Delhi,28.81823,77.09836
ATM-00339,HDFC,Delhi,28.72993,77.13523
ATM-00340,ICICI,Delhi,28.80111,77.13138
ATM-00341,Union,Delhi,28.73778,77.18808
ATM-00342,BOB,Delhi,28.68118,77.18562
ATM-00343,Yes,Delhi,28.62801,77.03485
ATM-00344,Kotak,Delhi,28.80935,77.02005
ATM-00345,Axis,Delhi,28.61363,77.04179
ATM-00346,SBI,Delhi,28.59396,77.11746
ATM-00347,Yes,Delhi,28.7444,77.06031
ATM-00348,PNB,Delhi,28.72798,77.11451
ATM-00349,Axis,Delhi,28.73987,77.05647
ATM-00350,BOB,Delhi,28.68628,77.14062
ATM-00351,SBI,Delhi,28.70496,77.0254
ATM-00352,Axis,Delhi,28.73263,77.09998
ATM-00353,BOB,Delhi,28.69134,77.13096
ATM-00354,Yes,Delhi,28.78487,77.17703
ATM-00355,Yes,Delhi,28.6098,77.01333
ATM-00356,Canara,Delhi,28.67178,77.17505
ATM-00357,ICICI,Delhi,28.70654,76.99228
ATM-00358,Canara,Delhi,28.60384,77.15854
ATM-00359,Yes,Delhi,28.60329,77.16299
ATM-00360,SBI,Delhi,28.74076,77.17072
ATM-00361,HDFC,Delhi,28.7898,77.22157
ATM-00362,BOB,Delhi,28.63059,77.21811
ATM-00363,ICICI,Delhi,28.65319,77.17714
ATM-00364,Axis,Delhi,28.74877,77.15556
ATM-00365,PNB,Delhi,28.59982,77.06672
ATM-00366,PNB,Delhi,28.6222,77.19767
ATM-00367,PNB,Delhi,28.80131,77.09204
ATM-00368,Axis,Delhi,28.70463,77.20328
ATM-00369,Axis,Delhi,28.72615,77.13031
ATM-00370,ICICI,Delhi,28.66068,76.99134
ATM-00371,PNB,Delhi,28.68093,77.13528
ATM-00372,ICICI,Delhi,28.74722,77.1974
ATM-00373,Canara,Delhi,28.77421,77.04594
ATM-00374,BOB,Delhi,28.59576,77.18849
ATM-00375,HDFC,Delhi,28.71734,77.12171
ATM-00376,Yes,Delhi,28.64459,77.11107
ATM-00377,Yes,Delhi,28.7612,77.07165
ATM-00378,Kotak,Delhi,28.82182,77.12107
ATM-00379,Axis,Delhi,28.6635,77.00203
ATM-00380,SBI,Delhi,28.62652,77.16096
ATM-00381,PNB,Delhi,28.65523,77.10637
ATM-00382,Union,Delhi,28.73752,77.21867
ATM-00383,SBI,Delhi,28.80693,77.19747
ATM-00384,PNB,Delhi,28.76341,77.03569
ATM-00385,Canara,Delhi,28.73195,77.08624
ATM-00386,BOB,Delhi,28.67148,76.99397
ATM-00387,SBI,Delhi,28.63864,77.13925
ATM-00388,PNB,Delhi,28.59715,77.11861
ATM-00389,Axis,Delhi,28.60963,77.06822
ATM-00390,ICICI,Delhi,28.68328,77.05478
ATM-00391,BOB,Delhi,28.6331,77.13224
ATM-00392,Axis,Delhi,28.62217,76.98589
ATM-00393,HDFC,Delhi,28.75389,77.0907
ATM-00394,PNB,Delhi,28.73727,77.19161
ATM-00395,SBI,Delhi,28.68057,77.04592
ATM-00396,Kotak,Delhi,28.59757,77.17951
ATM-00397,Union,Delhi,28.72683,77.12133
ATM-00398,Axis,Delhi,28.80902,77.15855
ATM-00399,SBI,Delhi,28.62372,76.9826
ATM-00400,Axis,Delhi,28.71167,77.07994
ATM-00401,HDFC,Delhi,28.62231,77.20132
ATM-00402,Axis,Delhi,28.58706,77.11472
ATM-00403,Union,Delhi,28.61824,77.03038
ATM-00404,Yes,Delhi,28.73835,77.13792
ATM-00405,PNB,Delhi,28.77931,77.02441
ATM-00406,BOB,Delhi,28.5994,77.13273
ATM-00407,Yes,Delhi,28.7558,76.98402
ATM-00408,BOB,Delhi,28.76294,77.09416
ATM-00409,PNB,Delhi,28.62619,77.22169
ATM-00410,Kotak,Delhi,28.63985,76.99182
ATM-00411,PNB,Delhi,28.79801,77.20454
ATM-00412,Canara,Delhi,28.7549,77.04634
ATM-00413,Canara,Delhi,28.74712,77.14708
ATM-00414,Axis,Delhi,28.81735,77.05345
ATM-00415,ICICI,Delhi,28.6046,77.10428
ATM-00416,Axis,Delhi,28.64659,77.03917
ATM-00417,Kotak,Delhi,28.81083,77.16158
ATM-00418,Union,Delhi,28.63016,77.07579
ATM-00419,Canara,Delhi,28.6415,77.20032
ATM-00420,SBI,Delhi,28.69678,77.18403
ATM-00421,Axis,Delhi,28.78991,77.08743
ATM-00422,Axis,Delhi,28.72098,77.05636
ATM-00423,Union,Delhi,28.67808,77.12298
ATM-00424,SBI,Delhi,28.80269,77.0172
ATM-00425,ICICI,Delhi,28.61095,77.13177
ATM-00426,SBI,Delhi,28.66687,77.01654
ATM-00427,SBI,Delhi,28.59151,77.01572
ATM-00428,HDFC,Delhi,28.75138,77.15933
ATM-00429,Axis,Delhi,28.78966,77.16532
ATM-00430,HDFC,Delhi,28.78031,77.1792
ATM-00431,Yes,Delhi,28.79523,77.16389
ATM-00432,HDFC,Delhi,28.60981,77.03187
ATM-00433,HDFC,Delhi,28.59223,77.21032
ATM-00434,PNB,Delhi,28.78211,77.13407
ATM-00435,Axis,Delhi,28.69861,77.01434
ATM-00436,PNB,Delhi,28.65477,77.06326
ATM-00437,PNB,Delhi,28.58912,77.04411
ATM-00438,Kotak,Delhi,28.59572,77.16486
ATM-00439,BOB,Delhi,28.76872,77.12698
ATM-00440,SBI,Delhi,28.78843,77.13089
ATM-00441,Canara,Delhi,28.77347,76.99
ATM-00442,SBI,Delhi,28.76963,77.06573
ATM-00443,HDFC,Delhi,28.71319,77.03448
ATM-00444,Yes,Delhi,28.72199,77.05141
ATM-00445,SBI,Delhi,28.58441,77.03099
ATM-00446,BOB,Delhi,28.58515,77.1003
ATM-00447,BOB,Delhi,28.75095,77.18058
ATM-00448,Canara,Delhi,28.72631,77.21223
ATM-00449,PNB,Delhi,28.64664,77.20903
ATM-00450,Axis,Delhi,28.77976,77.20769
ATM-00451,HDFC,Delhi,28.7037,77.00888
ATM-00452,Canara,Delhi,28.70177,77.22037
ATM-00453,Kotak,Delhi,28.77296,77.1332
ATM-00454,HDFC,Delhi,28.60694,77.20534
ATM-00455,Kotak,Delhi,28.68541,77.13751
ATM-00456,Canara,Delhi,28.63357,77.04567
ATM-00457,Axis,Delhi,28.70439,77.07353
ATM-00458,Union,Delhi,28.81064,77.01295
ATM-00459,SBI,Delhi,28.76517,77.16322
ATM-00460,ICICI,Delhi,28.66774,77.0609
ATM-00461,Canara,Delhi,28.79242,77.09057
ATM-00462,BOB,Delhi,28.76218,77.02319
ATM-00463,Axis,Delhi,28.74947,77.04423
ATM-00464,Axis,Delhi,28.61435,77.09338
ATM-00465,Union,Delhi,28.70595,77.0467
ATM-00466,Axis,Delhi,28.6212,77.01994
ATM-00467,Kotak,Delhi,28.75766,77.12719
ATM-00468,Axis,Delhi,28.62272,77.06124
ATM-00469,HDFC,Delhi,28.64619,77.21169
ATM-00470,Axis,Delhi,28.6236,77.1404
ATM-00471,PNB,Delhi,28.67632,77.21862
ATM-00472,Axis,Delhi,28.76009,77.08688
ATM-00473,PNB,Delhi,28.61033,77.20124
ATM-00474,SBI,Delhi,28.63365,77.0757
ATM-00475,Yes,Delhi,28.58713,77.18754
ATM-00476,PNB,Delhi,28.75053,77.10262
ATM-00477,Union,Delhi,28.69529,77.01654
ATM-00478,Axis,Delhi,28.76128,76.98382
ATM-00479,Union,Delhi,28.80202,77.08571
ATM-00480,Axis,Delhi,28.72508,77.13783
ATM-00481,Union,Delhi,28.74439,77.1391
ATM-00482,HDFC,Delhi,28.78869,77.1456
ATM-00483,HDFC,Delhi,28.69304,77.05762
ATM-00484,Yes,Delhi,28.79884,77.04068
ATM-00485,PNB,Delhi,28.75526,77.13361
ATM-00486,SBI,Delhi,28.78797,77.09836
ATM-00487,ICICI,Delhi,28.73328,77.08074
ATM-00488,SBI,Delhi,28.79878,77.06123
ATM-00489,HDFC,Delhi,28.67739,77.10006
ATM-00490,ICICI,Delhi,28.59325,77.11291
ATM-00491,Axis,Delhi,28.75599,77.21082
ATM-00492,Union,Delhi,28.70871,77.00676
ATM-00493,BOB,Delhi,28.69373,77.0317
ATM-00494,Kotak,Delhi,28.70703,77.13592
ATM-00495,BOB,Delhi,28.70931,77.08098
ATM-00496,Yes,Delhi,28.63452,77.14675
ATM-00497,Union,Delhi,28.70741,77.20635
ATM-00498,PNB,Delhi,28.66941,76.99609
ATM-00499,HDFC,Delhi,28.67574,76.99726
ATM-00500,Kotak,Delhi,28.68456,77.08343
ATM-00501,PNB,Delhi,28.72334,77.00872
ATM-00502,Canara,Delhi,28.76205,77.20808
ATM-00503,Yes,Delhi,28.81726,77.22112
ATM-00504,HDFC,Delhi,28.69501,77.02199
ATM-00505,BOB,Delhi,28.7784,77.13473
ATM-00506,ICICI,Delhi,28.73823,77.15547
ATM-00507,Yes,Delhi,28.66885,77.13581
ATM-00508,Canara,Delhi,28.69644,77.05314
ATM-00509,BOB,Delhi,28.74001,77.16966
ATM-00510,PNB,Delhi,28.66924,77.18666
ATM-00511,Yes,Delhi,28.75311,77.14749
ATM-00512,PNB,Delhi,28.74702,77.09808
ATM-00513,Kotak,Delhi,28.67001,77.13956
ATM-00514,HDFC,Delhi,28.69919,77.08534
ATM-00515,PNB,Delhi,28.74232,77.06948
ATM-00516,Union,Delhi,28.78917,76.9962
ATM-00517,ICICI,Delhi,28.80149,77.17067
ATM-00518,Union,Delhi,28.71146,77.06534
ATM-00519,HDFC,Delhi,28.5877,76.98525
ATM-00520,HDFC,Delhi,28.74153,77.04251
ATM-00521,ICICI,Delhi,28.72294,77.1875
ATM-00522,ICICI,Delhi,28.77041,77.06565
ATM-00523,Canara,Delhi,28.63415,77.0791
ATM-00524,Union,Delhi,28.6244,77.19637
ATM-00525,Canara,Delhi,28.81862,77.0042
